Column1;text;iab_t1;classification_google;correct
503;Geen programmas Populaire onderwerpen Interessante programmas 18/07 - Nieuws. Met om 19.20 uur in Sportweekend een uitgebreid overzicht van de sportactualiteit (presentatie: Ruben Van Gucht) Zo 18 juli 2021 | 22:00 Andere Tijden Sport 18/07 - Sport, Seizoen 25 Aflevering 4 van 6 Ada Kok: Blijheid. Vrijheid. Goud! NOS/NTR Zwemster Ada Kok kan in 1968 in Mexico niet anders dan Olympisch goud winnen op de vlinderslag. Ze is al jaren onbetwist de... Za 17 juli 2021 | 20:40 Hollandse Zaken 17/07 - Informatief, Seizoen 2021 Aflevering 2 van 6 MAX Wat is een mensenleven waard? De beladen discussie over de groeiende groep veelbelovende maar ook peperdure medicijnen die de komende jaren op de markt gaat komen.... Vandaag | 22:20 Op1 Vandaag - Informatief, Seizoen 2 Aflevering 144 van 178 BNNVARA/EO/MAX/WNL Simon Vuyk wil 1 miljoen ophalen voor de gouden tip in de verdwijningszaak van Tanja Groen. * Anniek de Ruijter, Dionne Slagter en Regina van den... Overmorgen | 20:30 Wie het laatst lacht...: compilatie-uitzendingen Overmorgen - Serie, De komende weken zijn de leukste fragmenten van de afgelopen seizoenen van Wie het laatst lacht... te zien op SBS6. Elke donderdag zijn om 20:30 uur de hoogtepunten uit het verborgencameraprogramma... Vandaag | 18:50 NOS Sportjournaal Vandaag - Sport, Onderwerpen van deze uitzending Wielrennen: 16de etappe Tour de France Zwemmen: schoonspringers op weg naar Tokio Vandaag | 18:15 EenVandaag: o.a. viroloog Marc van Ranst over bedreigingen Vandaag - Informatief, Onderwerpen van deze uitzending Viroloog Marc van Ranst over bedreigingen: Een extremist kan je ergens nog begrijpen, maar 50 duizend mensen niet De Belgische viroloog Marc van Ranst heeft een... Overmorgen | 20:30 The Great British Bake Off: jaren 80-week Overmorgen - Informatief, De overgebleven bakkers in The Great British Bake Off gaan deze week terug naar de jaren 80. Quiche Eerst geven ze tijdens de signatuuropdracht hun eigen draai aan de klassieke quiche. Er worden... Morgen | 20:30 Muziek: Het beste van... Doe Maar Morgen - Muziek, Overig, Deze woensdagavond op NPO 3 staat in het teken van Doe Maar. Met na Het beste van... Doe Maar om 20:30 en daarna om 21:15 uur de documentaire Doe Maar: Dit is alles. Herinneringen Erik de Zwart,... Vandaag | 21:30 Nieuwsuur Vandaag - Informatief, Seizoen 2021 Aflevering 190 van 351 NOS/NTR Het aantal bevestigde coronabesmettingen steeg afgelopen week met 500 procent, meldt het RIVM. Epidemioloog Amrish Baidjoe praat ons bij over de... ;News and Politics;"[""/News""]";1
533;"Fans should be able to watch EURO games at cafe terraces: Security Council chair When the Cabinet moves forward with its next step of lockdown easing it should also give explicit permission to allow football fans to watch Euro 2020 matches on video screens on outdoor terraces, said Herbert Bruls. The chair of the Security Council, who is also the Nijmegen mayor, said he believes it is still too early for events where football fans can watch the games together on large screens in public spaces. Bruls met with representatives of the 25 security regions on Monday evening. He expressed support for the rumored extensive lockdown easing on June 26, but without explicitly endorsing it. ""Generally, if there is no longer a virological reason for you to impose restrictive measures on society, then you must stop it immediately,"" says Bruls. ""You should not keep measures in force if there are no good arguments for it. And those arguments can only lie in the health sphere,"" he stated. Bruls was concerned about possible mass gatherings and illegal parties this summer. In Nijmegen alone, there were several gatherings in parks last weekend which attracted hundreds of young people, De Telegraaf reported. The mayor feared nuisance and incidents over the summer to manifest as long-term lockdown effects. “This summer its give and take. We have to accept that people, especially young people, have a need to go outside. Theres going to be a nuisance. I find it a big challenge to keep that in check,” he said. ""After months of sitting inside, this is bound to happen. Were going to continue to suffer from that for a while,"" said Bruls.";News and Politics;"[""/Law & Government""]";1
553;"- Binnenland 15:26- Financieel 15:03 Toezichthouders kraken Google om ondoorzichtige diensten - Buitenland 15:01- Voetbal 14:52 Manchester United neemt Sancho over van Dortmund - Buitenland 14:51 Xi brengt eerste presidentiële bezoek aan Tibet - Sport 14:41 Martina en Oldenbeuving met vlag door Olympisch Stadion in Tokio - Beveland 14:38 Goese binnenstad snel autoluw? - Buitenland 14:28 Beoogd opvolger van Angela Merkel doet het slecht in peilingen DEN HAAG (ANP) - Koning Willem-Alexander en koningin Máxima wensen alle Nederlandse olympische sporters veel succes tijdens de Olympische Spelen in Tokio. Vanwege de coronapandemie mist de koning voor het eerst in jaren het sportevenement. 6 uur geleden DEN HAAG (ANP) - Bloedbank Sanquin roept de donoren die een oproep hebben gekregen om bloed of plasma te geven op om daaraan ook echt gehoor te geven. De donaties zakken momenteel wat in door vakantie en coronaklachten. Dat zegt een woordvoerster van Sanquin na een bericht in het AD. De bloedvoorraad is aan het slinken, mede doordat de ziekenhuizen bezig zijn operaties in te halen die eerder door corona niet konden worden uitgevoerd. 7 uur geleden AMSTERDAM (ANP) - Zon 995.000 mensen hebben donderdagavond gekeken naar RTL Boulevard op RTL 4. Het programma werd uitgezonden vlak na de uitvaart van misdaadverslaggever Peter R. de Vries, een veelgeziene gast in het programma. De uitzending stond op de vierde plek in de lijst van best bekeken programmas, meldt Stichting KijkOnderzoek. 7 uur geleden VEENDAM (ANP) - De in 2020 ingezette daling van autodiefstallen heeft zich in het eerste halfjaar van 2021 stevig doorgezet. Dat meldt het Landelijk Informatie- en intelligencecentrum Voertuigcriminaliteit (LIV). 7 uur geleden DEN HAAG (ANP) - Meer mensen vonden in 2020 de verdrinkingsdood, nadat dit aantal in 2019 juist was gedaald. Dat meldt het Centraal Bureau voor de Statistiek (CBS). Met name onder ouderen vanaf 60 jaar nam het aantal verdrinkingen toe. 15 uur geleden DELFT (ANP) - De problemen bij techbedrijf Akamai, waardoor donderdag veel sites over de hele wereld onbereikbaar werden, komen hoogstwaarschijnlijk door een technische storing. Dat ligt meer voor de hand dan een gerichte aanval, ""maar op dit moment is zelfs dat speculeren"", zegt Erno Doorenspleet, bestuurder van beveiliger KPN Security. 19 uur geleden CAMBRIDGE (ANP) - Het Amerikaanse techbedrijf Akamai zegt een oplossing te hebben gevonden voor de grote storing die zich eerder voordeed bij diverse websites wereldwijd. Eerdere problemen lijken daarmee opgelost, meldt de onderneming op Twitter. 20 uur geleden DEN HAAG (ANP) - Veel websites die donderdag in de namiddag ineens niet meer bereikbaar waren, zijn weer online. Onder meer politie.nl en de sites van banken, media en de NS konden rond 18.45 weer worden gebruikt. Daaronder zijn de websites van Trouw, het AD en de Volkskrant. 20 uur geleden CAMBRIDGE (ANP) - Het Amerikaanse techbedrijf Akamai kampt met een grote storing. Mogelijk zijn daardoor heel veel websites in Nederland, de Verenigde Staten en andere landen onbereikbaar. Akamai spreekt op zijn site van een ""service-incident"" en een ""opkomende kwestie"". De oorzaak is nog niet bekend. 20 uur geleden DEN HAAG (ANP) - Een groot aantal websites is onbereikbaar. Het gaat onder meer om sites van de politie, Rabobank, ING, Albert Heijn en de DPG-kranten als het AD en de Volkskrant. 21 uur geleden AMSTERDAM (ANP) - Het besloten afscheid van Peter R. de Vries op donderdag in Koninklijk Theater Carré is goed verlopen, zegt Hans Bleijerveld. Hij is directeur Team Bijzondere Uitvaarten bij uitvaartverzorger Monuta, maar stond de familie ook bij tijdens het afscheid. De ceremonie in het theater, die van 11.00 uur tot 13.00 uur plaatsvond, was alleen voor genodigden. Bleijerveld spreekt van een ""ingetogen"" en ""stil makende"" dienst. 21 uur geleden UTRECHT (ANP) - Mensen kunnen weer online een afspraak maken voor een coronatest of een vaccinatie. Door een ddos-aanval op een leverancier lag donderdag het hele afsprakensysteem plat, maar de aanval is nu voorbij, meldt de overkoepelende organisatie GGD GHOR Nederland. 21 uur geleden ROTTERDAM (ANP) - De 45-jarige man uit Melissant die verdacht wordt van doodslag op een 47-jarige motoragent blijft negentig dagen langer vastzitten, meldt het Openbaar Ministerie. De vrachtwagenchauffeur reed de motoragent op 7 juli aan op de Waalhavenweg in Rotterdam, waarna de agent aan zijn verwondingen overleed. De vrachtwagenchauffeur reed door na de aanrijding. 22 uur geleden UTRECHT (ANP) - De kinderopvang krijgt op 14 september opnieuw te maken met een landelijke stakingsdag. Vakbond FNV is het niet eens met cao-afspraken die werkgevers maakten met een andere bond en kondigt acties aan bij kinderdagverblijven, de buitenschoolse opvang en voorschoolse educatie. 22 uur geleden AMSTERDAM (ANP) - Het Guillain-Barré-syndroom (G";News and Politics;"[""/News""]";1
558;"Netherlands tightens security after De Vries shooting Security measures in the Netherlands were ""intensified"" after crime reporter Peter R. de Vries was shot in the head in Amsterdam on Tuesday evening, caretaker Minister Ferdinand Grapperhaus of Justice and Security said in a letter to parliament. He did not give any specifics. On Wednesday, the cabinet spoke with representatives from journalism, the legal profession, and the judiciary, Grapperhaus said. The ""safety and resilience of those involved"" was a major topic of those conversations. ""As you understand, the sadness, indignation and anger are great,"" he said. De Vries is currently fighting for his life in hospital. The investigation into his shooting is still ongoing. Two suspects are in custody. The fact that the crime reporter was involved in multiple criminal cases, and was facing threats from multiple sides, makes it harder to pinpoint from which side this attack came from. One possibility is the drug-centered gang around Ridouan Taghi. De Vries acted as confidant for key witness Nabil B. in the Marengo process around Taghi. The crime reporter previously said that he was on Taghis hit list, though the criminal denied that. In 2019, Nabil B.s first lawyer after he turned key witness, Derk Wiersum, was shot dead in front of his Amsterdam home. Wiersum was the first defense lawyer to become a victim of the violence around the cocaine trade in the Netherlands. After Wiersums murder, Grapperhaus declared a war on drugs. The attack on De Vries may be indication that Grapperhaus is losing that war, or at least is not having much effect in it, NRC pointed out. An inventory by moordatlas.nl showed that there was no decrease in the number of murder and manslaughter cases last year, despite the pandemic keeping people more bound to their homes. Around 115 people were killed by violence in the Netherlands in 2020, in some cases the cause of death is not yet clear. Though the number of assassinations was remarkably low at eight deaths. The police also rounded up a number of cocaine gangs in the past year. But despite these tactical successes, De Vries being shot in the heart of Amsterdam makes ""painfully clear"" that this war is far from being won, according to the newspaper. ";News and Politics;"[""/Law & Government/Public Safety/Crime & Justice"", ""/Sensitive Subjects""]";1
561;"ANKARA (ANP/RTR) - De Turkse president Erdogan heeft de terugtrekking van zijn land verdedigd uit een verdrag voor vrouwenrechten. Hij zei in Ankara dat het besluit ten onrechte wordt afgeschilderd als een stap terug in de aanpak om geweld tegen vrouwen tegen te gaan. De regering van Erdogan maakte eerder dit jaar bekend zich terug te trekken uit de Istanbul-Conventie. Dat was in 2011 ondertekend in de grootste stad van Turkije. De terugtrekking is donderdag officieel. Dan worden in de avond grote protesten verwacht in Turkije, ook in Istanbul. De tientallen deelnemende landen beloofden huiselijk geweld aan te pakken en zich in te zetten voor geslachtsgelijkheid. Erdogan wil dat soort kwesties liever regelen met lokale wetgeving. ""Onze strijd begon niet met de Istanbul-Conventie en stopt niet nu we ons terugtrekken"", zei hij tijdens een toespraak. Toch leidde het besluit tot internationale en binnenlandse kritiek. Topvrouw AgnÃ¨s Callamard van mensenrechtenorganisatie Amnesty International zei dat een ""gevaarlijk signaal"" wordt afgegeven naar mensen die zich schuldig maken aan ernstige geweldsdaden: ""dat ze daar straffeloos mee kunnen doorgaan."" WASHINGTON (ANP) - De laatste Amerikaanse troepen staan op het punt luchtmachtbasis Bagram in Afghanistan te verlaten. Dat was de belangrijkste basis van de Amerikanen tijdens de strijd tegen de Taliban. Een hooggeplaatste defensiefunctionaris zegt tegen CNN dat de verwachting is dat vrijdag de laatste militair daar is vertrokken. 1 uur geleden WASHINGTON (ANP/RTR) - De Amerikaanse minister van Justitie Merrick Garland heeft alle federale executies opgeschort en het ministerie de opdracht gegeven om de uitvoering van de doodstraf tegen het licht te houden. Dat heeft hij in een verklaring laten weten. 1SEATTLE (ANP) - Jeff Bezos neemt op de eerste bemande vlucht van zijn ruimtevaartbedrijf Blue Origin een vrouw van 82 jaar mee. Wally Funk wordt de oudste persoon ooit die de ruimte in gaat. Dat heeft Blue Origin donderdag bekendgemaakt. 15 uur geleden ";News and Politics;"[""/News/Politics"", ""/Sensitive Subjects"", ""/Law & Government/Government"", ""/People & Society""]";1
573;Nine arrested at Schiphol for using fake Covid test results to board flight Nine people were arrested at Schiphol airport on Thursday for trying to board a flight to Morocco with fake coronavirus test results, the Koninklijke Marechaussee, a policing force that works as part of the Dutch military and is responsible for airport security, said on Facebook. The seven people submitted PCR test results showing that they tested negative for the coronavirus, but Marechaussee officers noticed that these were falsified, the marechaussee said. Two women and seven men between the ages of 30 and 75 were arrested. They are in custody for for further investigation, the Marechaussee said. ;News and Politics;"[""/News""]";1
635;"DEN HAAG (ANP) - PVV-Kamerlid Dion Graus heeft ""een onafhankelijke adviseur integriteit"" gevraagd een ""oriënterend onderzoek uit te laten voeren"" naar de beschuldigingen van seksuele intimidatie aan zijn adres. Dat laat de PVV in een persbericht weten. Aanleiding is de melding die een fractiemedewerker volgens NRC heeft gemaakt van seksueel wangedrag en machtsmisbruik. De vrouw in kwestie heeft hiervan ook melding gemaakt bij de toenmalige Kamervoorzitter Khadija Arib. De ""diverse aantijgingen"" werpt Graus van zich af, laat de PVV weten. Hij ziet het onderzoek volgens zijn partij ""met vertrouwen tegemoet"". Wie het onderzoek gaat uitvoeren en welke functie zon onafhankelijke adviseur precies heeft, is onduidelijk. Graus en de PVV waren niet bereikbaar voor nadere toelichting. Ex-vrouw Het PVV-Kamerlid heeft wel advocate Machteld Roethof in de arm genomen ""om dit onrecht met hand en tand te bestrijden"", zegt hij. Daarmee verwijst hij naar het ""verspreiden van leugens, laster en smaad"". Dat is strafbaar, benadrukt de PVV. Momenteel loopt nog een onderzoek naar beschuldigingen van de ex-vrouw van Graus. Het Limburgse Kamerlid zou haar misbruikt hebben, zegt de vrouw, en haar gedwongen hebben seks met derden te hebben, in dit geval particuliere beveiligers. DEN HAAG (ANP) - CDA-leider Wopke Hoekstra heeft dinsdagavond in een Zoom-call met minstens 350 leden en CDA-prominenten persoonlijke informatie over de gezondheidssituatie van Pieter Omtzigt gedeeld. Omtzigt heeft volgens Hoekstra gezegd ""medische hulp"" te overwegen. De partijleider besprak die gevoelige informatie in een digitaal gesprek, waarbij ook het ANP en het Nederlands Dagblad werden toegelaten. 17 uur geleden DEN HAAG (ANP) - Het CDA houdt uiterlijk medio september een bijzonder congres. Dat heeft het landelijk bestuur besloten. De partij zit in een crisis onder meer door het vertrek van het populaire Kamerlid Pieter Omtzigt. De verkiezingen verliepen ook dramatisch voor de christendemocraten. 1 dag geleden DEN HAAG (ANP) - Informateur Mariëtte Hamer ontvangt dinsdag in verschillende samenstellingen de drie hoofdrolspelers in de moeizaam verlopende kabinetsformatie. CDA-leider Wopke Hoekstra spreekt eerst afzonderlijk met achtereenvolgens VVD-leider Mark Rutte en D66-leider Sigrid Kaag, die daarna ook nog samen zijn uitgenodigd. 1 dag geleden DEN HAAG (ANP) - Het CDA heeft maandagavond openheid van zaken gegeven over een aantal donaties aan de partij. Steunpilaar van de partij Hans van der Wind doneerde ruim 1 miljoen euro. In een verklaring laat de partij weten de stap te zetten vanwege de suggestie die Kamerlid Pieter Omtzigt afgelopen week wekte over beïnvloeding van de partijkoers door donoren. 1 dag geleden DEN HAAG (ANP) - Een initiatief om een extra CDA-congres te houden naar aanleiding van de gebeurtenissen rond Pieter Omtzigt kan op genoeg steun rekenen van de leden van de partij. Dat laat de Stichting voor Sociale Christendemocratie, die achter het voorstel zit, maandagavond weten. 1 dag geleden DEN HAAG (ANP) - Kamerleden Renske Leijten (SP) en Henk Nijboer (PvdA) willen alle informatie over het verdwijnen van een explosief memo in de toeslagenaffaire ""onmiddellijk"" op tafel hebben. Volgens RTL Nieuws en Trouw heeft het ministerie van Financiën ""signalen"" gekregen dat het memo bewust is weggewerkt, maar het ministerie wil de aanwijzingen niet openbaar maken zolang er een onderzoek door accountant PwC loopt. 2 dagen geleden ZOETERMEER (ANP) - De jongerenorganisatie van GroenLinks, DWARS, heeft een nieuwe voorzitter. Het is de 20-jarige Hiske Scholtens uit Zoetermeer. Scholtens volgt Sabine Scharwachter op. 2 dagen geleden ";News and Politics;"[""/News"", ""/Health""]";1
654;"De dochters van de in 2017 aangereden Sandra Jainandunsing zijn een geldinzamelingsactie gestart voor hun 53-jarige moeder. Ze wachten nog altijd op het hoger beroep over de aanrijding, daarnaast vinden ze het voorstel van de verzekeringsmaatschappij voor een schadevergoeding veel te laag. De aanrijding vond op het zebrapad plaats. Jainandunsing raakte ernstig gewond: ze belandde in coma en liep onder meer hersenschade op. Inmiddels woont ze weer in haar woning in Amsterdam Oost, maar ze heeft veel hulp nodig, is vergeetachtig, vermoeid en snel emotioneel. ""Ze kan zomaar ineens gaan huilen, of heel boos worden en gaan schreeuwen, terwijl ze eerst niet zo was"", vertelt dochter Damarish. ""Alles is voor haar op dit moment eigenlijk gewoon te veel."" De chauffeur stond in 2019 voor de rechter. De rechtbank veroordeelde hem tot 120 uur werkstraf. Ook zou hij, als hij in een periode van twee jaar opnieuw een aanrijding zou veroorzaken, een halfjaar geen auto mogen rijden. In het vonnis is te lezen dat hij volgens de rechtbank "" aanmerkelijk onvoorzichtig en onoplettend"" heeft gereden. Hij had Jainandunsing voorrang moeten verlenen. Omdat hij het niet eens was met het vonnis, ging de taxichauffeur in hoger beroep. Dat hoger beroep heeft nog niet plaatsgevonden omdat de chauffeur aangaf dat zijn gezin coronaklachten had. Het is nog altijd onduidelijk wanneer het hoger beroep nu kan plaatsvinden. Vanwege de volle agenda van het gerechtshof kan dat zo een aantal maanden duren. ""Ik snap dat dit geen Amerika is, dat hoeft ook allemaal niet. Maar van dit voorstel snap ik helemaal niks"" Daarnaast speelt er een verzekeringskwestie. De verzekeringsmaatschappij van het taxibedrijf heeft een voorschot uitbetaald en een voorstel voor een schadevergoeding gedaan, maar daar is de familie niet mee akkoord. ""Ik snap dat dit geen Amerika is, dat hoeft ook allemaal niet"", zegt dochter Kimberly. ""Daar gaat het ook allemaal niet om. Maar als we praten over een voorstel van 37505 euro, waarvan er een voorschot is geweest van 16.000 euro en er dus nog een bedrag van 21.505 euro overblijft. Dan denk ik bij mezelf. Ik snap er helemaal niks van."" ""Ook al is het een gebedje, een kaartje, een donatie, alle hulp is welkom"" De dochters willen een beter bed en een Canta voor hun moeder kopen. Omdat dat met de schadevergoeding niet lukt, zamelen ze via een online pagina geld in. ""Alle hulp is welkom. Ook al is het een gebedje, een kaartje, een donatie, alle hulp is welkom"", vertelt dochter Tiziana. De advocaat van de taxichauffeur benadrukt in een reactie dat de schadevergoeding geen rol speelde in de rechtszaak, omdat dat een kwestie van de verzekeringsmaatschappij is. Hij zegt dat er in hoger beroep is gegaan omdat zijn cliënt het niet eens was met de juridische kwalificatie van de mate van schuld. Lees ook";News and Politics;"[""/People & Society/Social Issues & Advocacy/Charity & Philanthropy""]";1
662;"At least half of working women face sexual harassment: trade union At least half of working women in the Netherlands face sexual harassment at work, trade union CNV concluded in a survey among 2,700 working people performed by Maurice de Honds office. With about 4 million working women in the country, thats about 2 million facing sexual harassment in the office, Trouw reports. Of the women who face harassment, nearly a third experienced sexual assault or other physical harassment in the workplace. Two thirds experienced things like catcalling, sexual comments, and sexual language. Among men, 18 percent experienced sexual harassment at work. ""Unprecedented,"" CNV chairman Piet Fortuin said about the surveys findings. ""These are staggering figures. Women are not safe in the workplace."" Equally worrying, according to the union, is that many women dont report sexually inappropriate behavior. 41 percent of harassed women did not go to the confidential adviser, about a quarter did not mention the inappropriate behavior at work, and a quarter did not even know where to turn with complaints. CNV wants better rules to tackle sexual harassment at work. Every company must have a protocol against sexual harassment. Currently only about one in three has such a protocol, the union said. And every employee must be able to turn to a confidential adviser. Especially smaller companies tend not to have someone like that. ""Everyone should be informed,""Jolanda van Zwieten of CNV said to the newspaper. ""Like youre told when you start a new job: theres the coffee machine, so you should also be told: you can go there and there in case of inappropriate behavior."" ";News and Politics;"[""/People & Society/Social Issues & Advocacy/Work & Labor Issues""]";1
682;"MOSKOU (ANP/RTR) - Gevechtsvliegtuigen hebben volgens het Russische ministerie van Defensie vorige week in de Zwarte Zee ingegrepen om te voorkomen dat het Nederlandse fregat Zr. Ms. Evertsen Russische wateren zou binnenvaren, meldt persbureau Interfax. Ze zouden daarbij op veilige afstand van het schip hebben gevlogen. Het Nederlandse ministerie van Defensie zei eerder op dinsdag dat de Russische vliegtuigen voor ""onveilige situaties"" hadden gezorgd bij het marineschip Demissionair minister Ank Bijleveld (Defensie) noemde het optreden van de Russen ""onverantwoord"". De bewapende vliegtuigen vlogen urenlang laag over het schip en voerden schijnaanvallen uit. Ook werd de elektronische apparatuur van het fregat verstoord. Het ministerie spreekt van ""intimidatiepraktijken"". Het incident had vorige week donderdag in de Zwarte Zee nabij de Krim plaats. NEW YORK (ANP) - De Trump Organization en financieel directeur Allen Weisselberg worden naar verwachting donderdag aangeklaagd voor belastingmisdrijven, meldt de Wall Street Journal. Het zijn de eerste aanklachten tegen het bedrijf van oud-president Donald Trump sinds aanklagers drie jaar geleden een onderzoek naar mogelijke misdrijven binnen de Trump Organization begonnen. 15 uur geleden ";News and Politics;"[""/Law & Government""]";1
145;"Sander Lantinga bekend van de Coen & Sander Show deelt donderdag 10 juni mooi nieuws met zijn collegas en de rest van Nederland. Sander laat Coen Swijnenberg en Jo van Egmond erg schrikken want hij maakt bekend voor de vierde keer vader te worden! Bekijk het fragment uit de Coen & Sander Show hieronder. Lees verder onder de video. ""Vier is top"" ""Wow. Wat is dit nou? Je maakt geen grapje?"", is Jos eerste reactie. Coen ziet aan de neusvleugels van Sander dat het waar is. ""Ik ben de jongste van vier. Vier is top"", zegt Jo. Sander vertelt trots verder: ""We hebben de tijd. De ruimte en de liefde."" In december 2021 wordt het vierde kindje van Sander Lantinga verwacht. ""Wow. Wat is dit nou? Je maakt geen grapje?"", is Jos eerste reactie. Coen ziet aan de neusvleugels van Sander dat het waar is. ""Ik ben de jongste van vier. Vier is top"", zegt Jo. Sander vertelt trots verder: ""We hebben de tijd. De ruimte en de liefde."" In december 2021 wordt het vierde kindje van Sander Lantinga verwacht.";Pop Culture;"[""/Arts & Entertainment/Entertainment Industry""]";1
556;Frans en Mariska Bauer gaan weer op reis voor een nieuw programma. Dit keer blijven ze in de buurt en worden ze wekelijks verrast door een voor hen vreemde wereld waar ze in terecht komen. De Bauers: Bestemming Onbekend is vanaf 28 april elke woens4. De Bauers: Bestemming Onbekend gemist? Kijk elke aflevering terug via Gids.tv. Frans en Mariska komen terecht op plekken waar ze nog nooit van hebben gehoord en ontmoeten mensen met een levensstijl die ze niet kennen. Ze dompelen zich onder in unieke levensstijlen, met verschillende levens- en/of geloofsovertuigingen, en vallen van de ene in de andere verbazing. De tekst gaat verder onder de videos Ardennen Zo reizen ze in de eerste aflevering naar de Belgische Ardennen, waar ze terechtkomen bij een groot kasteel, waar een groep mensen woont die bij de spirituele beweging Hare Krishna horen. De Bauers: Bestemming Onbekend is op woensdag 28 april elke woens4. Je kunt alle afleveringen van De Bauers: Bestemming Onbekend terugkijken op Gids.tv. Geef hieronder je commentaar op Nieuw reisprogramma De Bauers: Bestemming Onbekend vanaf woensdag op RTL 4 of klik hier als je dit een leuk artikel vindt: ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/Arts & Entertainment/TV & Video/TV Shows & Programs""]";1
2931;Een oude acteur krijgt te horen dat hij ongeneeslijk ziek is. Wat doet hij met zijn laatste dagen? We zien het vanavond in The Hero. Bekijk de trailer van The Hero hieronder. Sam Elliot Komt de hoofdrolspeler van The Hero je bekend voor? Dat is goed mogelijk. In 2018 was hij te zien als de oudere broer van Bradley Cooper in A Star is Born. Voor die rol werd hij genomineerd voor een Oscar. A Star is Born is ook vanavond, donderdag 15 april, te zien bij Net5. Je kunt A Star is Born om 20:30 uur zien voor The Hero. The Hero is vanavond, donderdag 15 april, om 23:10 uur te zien bij Net5. Bekijk de trailer hieronder. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
3560;Voormalig actrice Ellemieke Vermolen is verrast met de cover van LINDA. Ellemieke is namelijk niet met haar gezicht, maar met haar billen te zien op de voorkant van het blad. Ze was zelf niet op de hoogte van de uiteindelijke foto, maar is er wel trots op: “Ik ben 44 en ik heb kinderen gebaard. Ik heb er hard voor getraind en gewerkt. Ik sport heel graag. Ik zit altijd wel lekker in mijn vel.”onder. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
4287;"De ster van Emma Heesters is rijzende in Nederland sinds haar deelname aan Beste Zangers. Vandaag, vrijdag 29 mei, lanceerde ze haar nieuwe single Waar Ga Je Heen. In RTL Boulevard is ze open over haar toekomstplannen met haar vriend Wesley Hoedt, met wie ze sinds februari een realtie heeft. Beiden hebben een kinderwens: ""Dat zal zeker in de toekomst erin zitten"", zegt Emma stralend over een huwelijk en kinderen. Bekijk hieronder het eerste interview met Emma Heesters en Wesley Hoedt samen. ";Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
4661;Prins Harry en Meghan Markle zijn voor de tweede keer ouders geworden. Hun dochter gaat Lilibet Diana, kortweg Lili heten. Ze is vernoemd naar haar overgrootmoeder en haar overleden grootmoeder. Bekijk de video van Sky News hierboven. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/Law & Government/Government"", ""/People & Society/Family & Relationships""]";1
4811;Sander Lantinga vertelt in de Coen & Sander-show zijn stoute droom. Hij heeft een natte droom gehad over zijn collega Jo van Egmond en vertelt open en eerlijk aan heel Nederland het verhaal. Jo weet niet wat ze hoort. Bekijk haar reactie in de video hieronder. View this post on Instagram ;Pop Culture;"[""/Arts & Entertainment/Entertainment Industry""]";1
6877;"LOS ANGELES (ANP/BLOOMBERG) - Het Amerikaanse mediabedrijf Hello Sunshine van actrice Reese Witherspoon wordt naar verluidt voor honderden miljoen dollars overgenomen door investeerder Blackstone. Die gaat het bedrijf onderbrengen in een nieuw mediabedrijf, dat geleid zal worden door twee voormalige bestuurders van entertainmentconcern Disney. Hoeveel geld er precies met de deal is gemoeid, is niet naar buiten gebracht. Volgens bronnen van de Amerikaanse zakenkrant The Wall Street Journal gaat het om een investering van 500 miljoen dollar voor een meerderheid van de aandelen. Die waren tot nu toe in handen van Witherspoon, haar echtgenoot Jim Toth en zakenpartner Seth Rodsky. Witherspoon richtte Hello Sunshine in 2016 op. De onderneming houdt zich bezig met verhalen gericht op vrouwen, en heeft onder meer de serie Big Little Lies geproduceerd voor HBO. Ook The Morning Show van Apple TV+ komt van Hello Sunshine. In beide series speelt Witherspoon een hoofdrol. Ze noemt de overname nu ""een belangrijke stap omdat het laat zien dat verhalen voor vrouwen ertoe doen"". De Oscar-winnares blijft ook na de deal bij Hello Sunshine betrokken en houdt een deel van de aandelen in handen. Blackstone probeert volgens kenners een soort media- en entertainmentportfolio op te bouwen. Zo heeft de investeerder ook vastgoed gekocht dat wordt gebruikt voor het maken van films en tv-programmas. Maandag werd tevens aangekondigd dat Blackstone ten noorden van Londen een nieuwe filmstudio wil bouwen. Dat project wordt gedaan samen met de Amerikaanse studio-exploitant Hudson Pacific. Voor de studio wordt bijna 1 miljard dollar uitgetrokken. ";Pop Culture;"[""/Arts & Entertainment/Entertainment Industry/Film & TV Industry""]";1
6952;"Nicolette van Dam deelt op Instagram een video van haar dochters Lola-Lily Smit & Kiki-Kate Smit die aan het verkopen zijn in hun winkeltje. ""Hoe gaat het hier in de winkel? Alles ligt klaar voor de verkoop? Bestellingen worden gedaan. Wat een mooi kantoor"", zegt Nicolette van Dam tegen haar dochters in de video hieronder. ";Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/Arts & Entertainment/Online Media/Online Image Galleries""]";1
